Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
330320305000029;1;0;508890;508890;0;0;0;9;37;45;26;15;8;1;5;
330320305000030;1;0;378220;378220;0;1;9;23;33;71;20;16;5;0;3;
330320305000031;1;0;377059;377059;0;1;3;13;35;51;24;13;4;3;2;
330320305000032;1;0;329300;329300;0;1;5;18;64;62;13;9;1;1;16;
330320305000033;1;0;468079;468079;0;1;4;28;82;69;21;13;8;0;11;
330320305000034;1;2;332092;327582;4510;0;5;20;53;61;18;13;1;0;1;
330320305000035;1;0;578194;578194;0;3;6;27;83;91;26;22;7;1;5;
330320305000036;1;0;432595;432595;0;1;5;12;45;58;21;10;5;1;5;
330320305000037;1;1;306786;306186;600;2;10;25;51;52;13;11;0;0;5;
330320305000038;1;0;402999;402999;0;0;7;35;82;53;18;14;5;0;18;
330320305000039;1;1;287870;287360;510;0;5;22;69;54;12;1;3;0;4;
330320305000040;1;0;192590;192590;0;3;2;21;53;29;1;6;1;0;1;
330320305000041;1;0;390081;390081;0;0;5;36;76;63;18;13;1;0;13;
330320305000042;1;0;251893;251893;0;5;8;33;75;39;11;6;1;0;2;
330320305000043;1;0;216265;216265;0;3;8;19;39;29;8;2;4;1;3;
330320305000044;1;0;400200;400200;0;0;3;23;86;55;21;7;6;0;11;
330320305000045;1;1;427154;426454;700;0;3;34;70;55;20;16;7;0;4;
330320305000046;1;0;306107;306107;0;0;4;20;44;35;19;6;1;2;25;
330320305000047;1;0;472442;472442;0;3;8;28;66;89;16;14;6;0;1;
330320305000048;1;0;350241;350241;0;1;6;27;71;72;13;8;2;0;0;
330320305000049;1;0;208029;208029;0;0;7;30;46;28;7;5;1;0;1;
330320305000050;1;0;387205;387205;0;5;29;86;159;53;8;0;0;0;4;
330320305000051;1;0;204440;204440;0;2;12;23;62;45;5;4;1;0;1;
330320305000052;1;0;352350;352350;0;4;15;66;107;49;5;4;1;0;0;
330320305000053;1;0;319947;319947;0;2;13;36;77;55;13;8;0;0;3;
330320305000054;1;0;335114;335114;0;1;16;50;91;52;9;7;0;0;5;
330320305000055;1;0;247251;247251;0;2;10;23;53;47;4;7;0;0;5;
330320305000056;1;0;176987;176987;0;0;0;16;35;25;16;5;1;0;3;
330320305000057;1;0;547048;547048;0;1;4;46;93;91;16;19;7;0;10;
330320305000058;1;0;316656;316656;0;5;12;36;75;54;11;4;2;1;3;
330320305000059;1;0;469455;469455;0;4;16;47;107;72;14;5;3;1;7;
330320305000060;1;0;230809;230809;0;1;22;56;61;36;3;2;1;1;15;
330320305000061;1;0;252435;252435;0;3;11;44;67;48;8;2;1;0;32;
330320305000062;1;1;403866;402666;1200;2;13;41;108;79;10;5;2;0;7;
330320305000063;1;0;313953;313953;0;3;13;42;77;49;10;11;1;0;12;
330320305000064;1;0;502029;502029;0;2;10;57;97;100;25;8;4;1;18;
330320305000065;1;0;464251;464251;0;2;10;51;150;77;9;3;0;1;21;
330320305000066;1;0;410888;410888;0;1;14;65;102;69;12;5;3;1;13;
330320305000067;1;0;296847;296847;0;1;6;23;54;55;13;7;1;1;0;
330320305000068;1;0;479441;479441;0;2;7;33;69;71;19;13;5;2;4;
330320305000069;1;0;497407;497407;0;4;5;27;68;57;31;20;7;0;2;
330320305000070;1;0;359902;359902;0;5;3;22;33;55;28;17;4;0;4;
330320305000071;1;0;484680;484680;0;0;8;39;74;81;16;17;10;0;5;
330320305000072;1;0;557633;557633;0;0;4;18;59;82;31;24;7;3;4;
330320305000073;1;0;534717;534717;0;0;6;27;69;67;29;28;4;3;11;
330320305000074;1;0;569067;569067;0;0;6;31;94;100;30;15;2;1;11;
330320305000075;1;1;446368;445858;510;1;6;22;47;53;17;12;7;2;3;
330320305000076;1;0;619045;619045;0;0;5;21;75;59;27;22;11;5;11;
330320305000077;1;0;456622;456622;0;1;12;40;88;61;20;8;4;1;4;
330320305000078;1;0;501849;501849;0;1;8;23;60;56;33;22;4;0;7;
330320305000079;1;0;330612;330612;0;4;9;28;49;62;25;6;1;0;7;
330320305000080;1;0;382204;382204;0;3;5;19;42;62;15;9;7;1;4;
330320305000081;1;0;463656;463656;0;0;7;29;58;65;27;20;6;0;7;
330320305000082;1;0;219106;219106;0;3;5;16;53;37;13;6;0;0;19;
330320305000083;1;0;493417;493417;0;7;9;51;115;70;29;7;4;0;15;
330320305000084;1;0;318169;318169;0;0;0;10;30;53;15;16;4;0;10;
330320305000085;1;0;453802;453802;0;0;3;21;71;73;25;19;2;0;7;
330320305000086;1;0;292865;292865;0;0;5;18;46;59;13;2;3;0;3;
330320305000087;1;0;257318;257318;0;0;11;50;71;34;6;6;2;0;2;
330320305000088;1;0;469759;469759;0;0;7;38;68;73;24;15;3;2;2;
330320305000089;1;0;387782;387782;0;3;5;22;39;66;15;15;7;0;2;
330320305000090;1;0;346514;346514;0;0;1;12;47;45;17;9;9;0;5;
330320305000091;1;0;449215;449215;0;0;4;35;65;51;27;16;7;0;10;
330320305000092;1;0;516803;516803;0;0;2;22;53;60;21;21;14;3;5;
330320305000093;1;0;828678;828678;0;0;1;16;83;129;42;27;16;1;9;
330320305000094;1;0;270760;270760;0;0;5;13;48;39;20;10;2;0;5;
330320305000095;1;0;551423;551423;0;1;3;24;59;71;23;25;5;2;5;
330320305000096;1;0;299364;299364;0;0;3;19;57;47;10;12;6;1;6;
330320305000097;1;0;593138;593138;0;1;5;20;88;96;39;15;9;1;5;
330320305000098;1;0;457936;457936;0;0;0;10;41;58;30;19;11;0;4;
330320305000099;1;0;575761;575761;0;1;4;18;73;91;30;21;9;3;2;
330320305000100;1;0;585121;585121;0;0;8;25;92;93;30;24;9;0;4;
330320305000101;1;0;344392;344392;0;1;6;35;66;53;20;14;3;0;3;
330320305000102;1;0;457672;457672;0;2;1;22;63;66;28;18;4;1;2;
330320305000103;1;0;302610;302610;0;0;2;14;41;45;7;11;5;0;4;
330320305000104;1;0;688159;688159;0;0;6;35;77;72;38;21;14;2;12;
330320305000105;1;0;344709;344709;0;0;4;22;44;37;22;12;6;1;26;
330320305000106;1;0;843052;843052;0;2;4;27;76;99;53;31;9;0;3;
330320305000107;1;0;390639;390639;0;0;5;13;52;74;23;7;4;0;1;
330320305000108;1;0;364872;364872;0;3;8;23;71;49;21;10;6;0;8;
330320305000109;1;0;283100;283100;0;1;5;31;73;44;12;7;3;0;7;
330320305000110;1;0;530223;530223;0;2;7;35;61;93;29;17;5;1;5;
330320305000111;1;0;456176;456176;0;2;10;27;61;65;24;16;5;0;2;
330320305000112;1;0;363336;363336;0;0;4;23;49;58;16;6;7;2;8;
330320305000113;1;0;270278;270278;0;1;4;16;44;37;15;9;1;0;2;
330320305000114;1;1;521106;520525;581;1;10;31;69;62;25;21;13;2;6;
330320305000115;1;0;595514;595514;0;0;8;34;90;88;27;21;7;0;7;
330320305000116;1;0;676511;676511;0;1;8;39;99;92;26;24;3;0;2;
330320305000117;1;0;397628;397628;0;0;6;24;57;63;18;11;6;0;3;
330320305000118;1;0;307786;307786;0;0;5;28;65;54;11;8;4;0;5;
330320305000119;1;0;450462;450462;0;4;3;20;82;86;24;18;1;0;3;
330320305000120;1;0;557653;557653;0;4;5;29;86;91;19;25;7;0;4;
330320305000121;1;0;407849;407849;0;0;1;19;52;35;10;4;0;1;1;
330320305000122;1;1;585900;585390;510;0;4;33;94;74;32;20;11;0;9;
330320305000123;1;0;461248;461248;0;2;10;46;63;76;23;14;1;1;6;
330320305000124;1;0;298921;298921;0;0;6;24;56;43;21;7;4;0;5;
330320305000125;1;0;171668;171668;0;4;13;34;59;26;4;0;1;0;28;
330320305000126;1;0;256824;256824;0;3;3;33;55;37;15;5;0;0;5;
330320305000127;1;0;246485;246485;0;0;4;31;50;40;6;6;1;0;28;
330320305000128;1;0;356682;356682;0;2;7;35;80;45;12;13;3;0;8;
330320305000129;1;0;376540;376540;0;0;5;32;65;58;13;13;2;0;5;
330320305000130;1;0;269960;269960;0;0;5;26;49;35;18;7;0;1;9;
330320305000131;1;0;359075;359075;0;0;1;12;39;54;29;12;2;1;3;
330320305000132;1;0;438890;438890;0;0;5;34;71;73;17;12;5;0;3;
330320305000133;1;0;269254;269254;0;2;9;26;51;30;11;8;4;1;6;
330320305000134;1;0;295114;295114;0;3;7;24;58;52;13;8;2;0;5;
330320305000135;1;0;521910;521910;0;1;8;37;87;66;23;11;8;1;9;
330320305000136;1;0;298693;298693;0;1;9;30;60;47;11;13;3;0;5;
330320305000138;1;0;444516;444516;0;0;2;11;46;42;19;23;12;2;6;
330320305000139;1;0;343945;343945;0;0;6;23;37;49;17;15;1;0;5;
330320305000140;1;0;266394;266394;0;2;2;34;48;49;12;4;2;0;7;
330320305000141;1;0;289455;289455;0;2;2;23;52;46;12;5;4;1;1;
330320305000142;1;0;308949;308949;0;1;2;38;68;54;13;11;1;0;7;
330320305000143;1;1;329318;326118;3200;1;7;14;63;45;20;19;6;0;3;
330320305000144;1;1;289982;289442;540;0;8;24;43;26;13;15;3;0;6;
330320305000145;1;0;318117;318117;0;2;4;39;61;54;11;7;2;1;9;
330320305000146;1;0;228508;228508;0;0;6;21;45;35;11;6;2;0;8;
330320305000147;1;0;204726;204726;0;1;7;21;46;39;10;5;0;0;0;
330320305000148;1;0;286166;286166;0;1;4;23;59;44;12;11;2;0;3;
330320305000149;1;0;342046;342046;0;3;6;32;66;59;13;9;3;0;5;
330320305000150;1;0;242541;242541;0;0;6;14;36;36;13;9;3;0;1;
330320305000151;1;0;311840;311840;0;0;0;5;34;32;17;13;6;2;11;
330320305000152;1;0;267738;267738;0;0;1;2;22;32;12;10;11;1;7;
330320305000153;1;1;464067;463067;1000;1;5;12;34;45;20;16;10;3;5;
330320305000154;1;0;399202;399202;0;0;2;6;36;50;31;19;3;2;3;
330320305000155;1;0;124808;124808;0;1;3;14;26;15;6;5;0;0;1;
330320305000156;1;0;234518;234518;0;0;1;20;49;36;4;7;3;0;2;
330320305000157;1;0;552150;552150;0;0;1;15;42;65;32;20;17;4;0;
330320305000158;1;0;174466;174466;0;2;8;24;45;27;6;6;0;0;5;
330320305000159;1;0;259202;259202;0;1;1;17;43;36;15;9;1;0;1;
330320305000160;1;0;370407;370407;0;2;5;28;62;59;20;15;5;1;7;
330320305000161;1;0;255356;255356;0;3;4;17;42;32;14;8;3;0;5;
330320305000162;1;0;369638;369638;0;0;1;4;32;48;22;17;3;1;1;
330320305000163;1;0;329247;329247;0;0;2;16;52;51;20;13;7;0;5;
330320305000164;1;0;375451;375451;0;0;3;14;51;51;24;12;5;0;3;
330320305000165;1;0;305077;305077;0;0;1;18;41;52;19;6;3;1;11;
330320305000166;1;0;346062;346062;0;0;7;16;47;58;13;9;4;1;1;
330320305000167;1;0;186376;186376;0;0;3;14;34;37;8;5;1;0;3;
330320305000168;1;0;243094;243094;0;0;0;15;32;29;8;11;5;1;9;
330320305000169;1;0;194526;194526;0;1;3;15;31;35;11;4;2;0;0;
330320305000170;1;0;301902;301902;0;0;6;25;78;55;10;4;0;0;4;
330320305000171;1;0;306858;306858;0;1;10;21;69;52;12;4;2;1;3;
330320305000172;1;0;219119;219119;0;1;11;50;62;42;3;5;0;0;11;
330320305000173;1;0;228070;228070;0;0;3;9;29;24;8;6;4;2;0;
330320305000174;1;0;300431;300431;0;1;3;23;70;40;12;7;2;1;8;
330320305000175;1;0;156774;156774;0;7;12;31;48;19;4;1;1;0;4;
330320310000001;1;0;266569;266569;0;0;1;4;41;34;16;8;7;0;1;
330320310000002;1;0;416025;416025;0;0;4;21;63;62;22;14;8;1;3;
330320310000003;1;0;231613;231613;0;0;1;10;31;44;10;9;2;0;4;
330320310000004;1;0;236379;236379;0;2;4;27;46;38;20;9;0;0;6;
330320310000005;1;0;248769;248769;0;0;2;4;33;42;16;7;3;0;4;
330320310000006;1;0;370930;370930;0;0;0;15;54;62;23;7;2;1;7;
330320310000007;1;0;309038;309038;0;1;5;19;60;45;14;9;2;0;5;
330320310000008;1;0;518924;518924;0;1;4;24;55;73;39;18;7;1;9;
330320310000009;1;0;81752;81752;0;2;8;20;29;13;3;0;0;0;33;
330320310000010;1;0;166450;166450;0;1;4;17;24;33;4;4;3;0;42;
330320310000011;1;0;370436;370436;0;1;6;23;56;44;22;15;6;1;6;
330320310000012;1;0;548611;548611;0;0;0;16;65;61;33;21;9;3;5;
330320310000013;1;0;285219;285219;0;0;3;22;35;40;14;10;5;1;45;
330320310000014;1;0;655847;655847;0;0;5;30;68;95;27;24;14;3;13;
330320310000015;1;0;458729;458729;0;1;8;42;91;68;26;16;4;0;7;
330320310000016;1;0;328469;328469;0;0;1;8;32;50;18;13;7;2;1;
330320310000017;1;0;366647;366647;0;0;4;18;57;62;22;13;4;0;50;
330320310000018;1;0;359368;359368;0;1;15;32;80;66;14;9;2;1;78;
330320310000019;1;0;240313;240313;0;1;4;24;58;42;7;8;1;0;10;
330320310000020;1;0;493085;493085;0;2;1;28;85;71;26;21;3;0;4;
330320310000021;1;0;264350;264350;0;1;3;19;53;32;12;6;7;0;2;
330320310000022;1;0;388845;388845;0;4;7;41;95;65;11;15;0;1;7;
330320310000023;1;0;313689;313689;0;0;13;56;98;41;6;4;3;1;17;
330320310000024;1;0;451533;451533;0;1;3;28;56;71;22;15;4;0;0;
330320310000025;1;0;352022;352022;0;0;6;17;48;75;20;12;1;0;7;
330320310000026;1;0;254879;254879;0;0;4;31;50;42;9;3;0;0;4;
330320310000027;1;0;226109;226109;0;0;19;60;74;39;5;0;0;0;89;
330320310000028;1;2;290077;286895;3182;4;20;49;84;49;6;4;2;0;10;
330320310000029;1;0;341010;341010;0;3;30;98;115;40;2;1;0;0;53;
330320310000030;1;0;226182;226182;0;3;5;28;60;43;8;4;1;0;2;
330320310000031;1;1;530693;528193;2500;3;12;42;81;67;15;21;8;1;5;
330320310000032;1;0;228317;228317;0;0;8;26;44;43;11;6;0;0;14;
330320310000033;1;0;338051;338051;0;2;6;46;55;62;21;6;2;0;2;
330320310000034;1;0;332018;332018;0;2;13;33;72;46;7;7;2;1;2;
330320310000035;1;0;394217;394217;0;1;15;54;94;66;27;4;1;0;12;
330320310000036;1;0;726321;726321;0;0;5;8;42;156;75;14;0;0;0;
330320310000037;1;0;537927;537927;0;0;6;39;107;96;23;10;2;1;6;
330320310000038;1;0;264936;264936;0;1;10;22;67;46;14;2;0;1;6;
330320310000039;1;0;372550;372550;0;0;4;43;67;67;15;7;4;0;14;
330320310000040;1;0;269948;269948;0;6;9;36;85;45;8;3;0;0;8;
330320310000041;1;0;257889;257889;0;2;10;53;64;47;11;2;0;1;2;
330320310000042;1;0;226662;226662;0;1;6;28;66;33;8;4;1;0;4;
330320310000043;1;0;401566;401566;0;0;14;67;113;65;11;6;1;0;11;
330320310000044;1;0;334365;334365;0;2;10;49;83;57;18;7;2;0;21;
330320310000045;1;0;257263;257263;0;2;4;38;54;47;10;4;1;0;14;
330320310000046;1;0;367592;367592;0;2;8;43;67;58;15;10;1;1;1;
330320310000047;1;0;532972;532972;0;2;4;40;83;103;26;12;7;0;12;
330320310000048;1;0;475073;475073;0;2;4;30;73;62;21;17;7;1;11;
330320310000049;1;0;302623;302623;0;1;4;23;65;54;16;2;1;0;3;
330320310000050;1;0;265800;265800;0;2;5;18;48;41;19;5;1;0;3;
330320310000051;1;0;292553;292553;0;2;8;52;61;33;6;12;3;1;11;
330320310000052;1;0;384402;384402;0;2;14;26;64;69;22;11;1;1;6;
330320310000053;1;0;298413;298413;0;0;2;31;76;47;12;3;2;1;0;
330320310000054;1;0;463098;463098;0;0;6;27;67;59;25;21;4;0;13;
330320310000055;1;1;352441;352341;100;2;7;25;59;61;12;5;5;1;11;
330320310000056;1;0;442512;442512;0;2;12;29;84;76;15;16;6;0;3;
330320310000057;1;0;412409;412409;0;2;1;20;60;65;22;14;6;0;3;
330320310000058;1;0;543540;543540;0;1;9;41;109;81;27;8;6;1;9;
330320310000059;1;0;130348;130348;0;2;5;26;31;30;6;3;0;0;8;
330320310000060;1;0;283192;283192;0;1;7;31;81;59;7;0;0;0;2;
330320310000061;1;0;356843;356843;0;4;10;33;88;69;15;8;2;0;19;
330320310000062;1;1;335770;334880;890;1;9;33;66;53;17;9;1;2;5;
330320310000063;1;0;309494;309494;0;0;8;30;45;51;18;9;2;0;2;
330320310000064;1;0;583452;583452;0;1;17;39;100;74;23;20;8;1;7;
330320310000065;1;0;348807;348807;0;0;0;6;24;40;14;12;10;2;1;
330320310000066;1;0;488113;488113;0;0;10;45;92;77;24;16;4;1;8;
330320310000067;1;0;471425;471425;0;1;17;47;80;77;24;8;2;0;6;
330320310000068;1;0;272898;272898;0;0;6;36;61;44;9;2;4;0;6;
330320310000069;1;0;373010;373010;0;2;3;19;64;70;20;10;4;0;7;
330320310000070;1;0;291377;291377;0;1;2;27;65;55;11;7;2;0;6;
330320310000072;1;0;252540;252540;0;0;5;17;35;41;12;7;3;1;4;
330320310000073;1;0;255296;255296;0;3;11;44;56;55;5;2;1;0;4;
330320310000074;1;0;257428;257428;0;3;6;31;57;45;13;8;1;0;2;
330320310000075;1;1;419693;417493;2200;0;10;46;111;54;13;4;0;0;13;
330320310000076;1;0;363441;363441;0;0;3;18;45;55;18;12;5;1;17;
330320310000077;1;0;258904;258904;0;3;4;27;51;34;16;6;5;0;11;
330320310000078;1;0;236271;236271;0;0;4;16;58;48;6;5;2;1;3;
330320310000079;1;0;235537;235537;0;0;6;21;43;44;6;7;1;0;3;
330320310000080;1;0;200372;200372;0;2;10;29;51;31;7;5;1;0;8;
330320310000081;1;0;235788;235788;0;1;7;13;46;40;8;9;1;0;1;
330320310000082;1;0;231273;231273;0;0;9;18;35;51;11;3;1;1;6;
330320310000083;1;1;208439;207929;510;0;3;14;41;32;11;5;0;0;2;
330320310000084;1;0;299029;299029;0;0;2;14;52;38;20;6;2;1;5;
330320310000085;1;0;183039;183039;0;0;4;17;40;29;11;7;3;0;6;
330320310000086;1;0;227833;227833;0;5;5;22;44;36;12;3;3;0;2;
330320310000087;1;0;243558;243558;0;0;13;38;63;40;8;5;2;0;12;
330320310000088;1;0;147054;147054;0;2;8;28;46;25;9;2;0;1;33;
330320310000089;1;0;211650;211650;0;1;9;32;45;29;9;1;3;0;6;
330320310000090;1;0;186800;186800;0;0;7;20;50;33;3;4;0;0;6;
330320310000091;1;0;337668;337668;0;0;5;26;56;53;16;8;5;0;10;
330320310000092;1;0;233161;233161;0;0;8;21;49;31;7;3;1;2;1;
330320310000093;1;0;273065;273065;0;1;3;13;47;43;12;13;4;0;18;
330330205000001;1;0;394288;394288;0;6;30;94;119;66;8;6;0;0;14;
330330205000002;1;0;250834;250834;0;0;8;36;51;52;9;1;0;0;39;
330330205000003;1;0;266576;266576;0;0;3;23;68;44;13;7;1;0;2;
330330205000004;1;0;546762;546762;0;1;7;42;141;100;20;11;1;0;2;
330330205000005;1;0;559019;559019;0;0;4;34;129;103;20;7;9;0;5;
330330205000006;1;0;382850;382850;0;2;16;72;105;68;19;7;1;0;34;
330330205000007;1;0;204172;204172;0;5;17;37;70;39;1;1;1;0;12;
330330205000008;1;0;418627;418627;0;6;16;66;145;87;7;6;0;0;17;
330330205000009;1;0;403931;403931;0;1;15;65;112;88;10;3;2;1;11;
330330205000010;1;0;66037;66037;0;0;4;8;24;15;0;1;0;0;3;
330330205000012;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330330205000013;1;0;594242;594242;0;2;6;45;95;94;32;19;4;0;25;
330330205000014;1;0;219624;219624;0;0;6;22;50;28;7;4;2;0;2;
330330205000015;1;0;166147;166147;0;1;3;18;29;28;8;3;0;0;2;
330330205000016;1;0;47501;47501;0;0;3;10;13;8;0;0;2;0;6;
330330205000017;1;0;383831;383831;0;1;8;42;82;55;19;9;2;2;8;
330330205000018;1;0;200619;200619;0;1;7;27;49;35;5;7;2;0;7;
330330205000019;1;0;1008231;1008231;0;1;3;26;64;98;52;44;28;1;14;
330330205000020;1;0;345370;345370;0;0;6;24;51;39;25;11;5;0;6;
330330205000021;1;0;344256;344256;0;2;12;55;104;59;8;0;0;0;23;
330330205000022;1;0;29082;29082;0;0;4;10;9;4;0;0;0;0;1;
330330205000023;1;0;236187;236187;0;3;15;55;91;32;11;2;0;0;18;
330330205000024;1;0;343867;343867;0;0;0;7;40;54;32;14;2;1;1;
330330205000025;1;0;246679;246679;0;1;1;26;32;44;10;6;1;2;7;
330330205000026;1;0;413564;413564;0;4;11;58;124;51;9;6;1;2;13;
330330205000027;1;0;78425;78425;0;0;1;2;5;8;4;2;1;1;0;
330330205000028;1;0;239256;239256;0;0;9;19;59;35;10;7;2;0;5;
330330205000029;1;0;207692;207692;0;1;3;29;68;27;4;4;0;0;6;
330330205000030;1;0;198240;198240;0;0;2;24;42;33;7;5;2;0;17;
330330205000031;1;0;373729;373729;0;4;7;43;101;82;10;4;0;0;11;
330330205000032;1;1;210475;207975;2500;2;7;26;38;30;12;1;1;1;6;
330330205000033;1;0;64309;64309;0;1;1;13;25;10;2;0;0;0;7;
330330205000034;1;0;292354;292354;0;2;7;32;72;31;13;5;4;1;9;
330330205000035;1;0;329015;329015;0;5;6;47;77;54;16;4;3;0;19;
330330205000036;1;0;83576;83576;0;2;2;18;22;20;1;0;0;0;5;
330330205000037;1;0;259701;259701;0;2;16;50;76;42;8;4;0;0;8;
330330205000038;1;0;380768;380768;0;1;10;41;66;46;12;8;6;1;23;
330330205000039;1;0;184244;184244;0;1;2;9;35;16;11;5;4;1;7;
330330205000040;1;0;895215;895215;0;2;9;34;122;101;55;27;10;5;10;
330330205000041;1;0;517557;517557;0;0;4;21;69;71;27;19;7;0;4;
330330205000042;1;0;524907;524907;0;0;14;47;123;116;24;6;2;0;4;
330330205000043;1;0;264245;264245;0;0;5;45;99;49;6;3;0;1;11;
330330205000044;1;0;379172;379172;0;0;11;39;85;49;16;9;4;0;26;
330330205000045;1;0;1203575;1203575;0;0;8;32;115;92;39;35;33;10;32;
330330205000046;1;0;378858;378858;0;1;4;21;78;69;18;11;2;0;4;
330330205000047;1;0;2250838;2250838;0;1;0;9;17;28;22;51;78;39;13;
330330205000048;1;0;243695;243695;0;1;3;7;27;14;7;7;2;3;19;
330330205000049;1;0;1922744;1922744;0;0;1;20;39;71;44;58;69;20;10;
330330205000050;1;0;509268;509268;0;0;6;67;123;88;10;4;7;1;4;
330330205000051;1;0;361707;361707;0;0;3;17;30;45;15;11;6;2;4;
330330205000052;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330330205000053;1;0;1066577;1066577;0;0;1;13;51;41;29;20;37;12;10;
330330205000054;1;0;154571;154571;0;0;3;20;46;33;2;0;1;0;3;
330330205000055;1;0;970258;970258;0;0;4;11;34;40;27;31;33;14;9;
330330205000056;1;0;2673051;2673051;0;0;0;5;13;43;33;76;102;38;2;
330330205000057;1;0;1995812;1995812;0;0;1;4;19;19;14;39;64;39;7;
330330205000058;1;0;2625870;2625870;0;1;2;11;35;54;31;55;93;34;4;
330330205000059;1;0;654697;654697;0;5;10;52;111;86;24;15;11;3;9;
330330205000060;1;0;206468;206468;0;0;8;20;39;29;10;2;4;0;41;
330330205000061;1;0;685291;685291;0;0;6;36;123;116;32;20;7;1;4;
330330205000062;1;0;565504;565504;0;2;14;47;113;92;26;15;1;1;6;
330330205000063;1;1;894280;894280;0;2;15;66;114;49;13;13;27;9;33;
330330205000064;1;1;309684;309174;510;1;21;59;127;29;6;1;0;0;7;
330330205000065;1;0;361568;361568;0;7;15;62;123;56;6;1;0;0;32;
330330205000066;1;0;860115;860115;0;1;1;7;18;29;19;28;26;10;6;
330330205000067;1;0;699765;699765;0;1;6;16;60;72;30;21;18;3;6;
330330205000068;1;0;1155244;1155244;0;0;5;36;77;70;15;17;26;26;39;
330330205000069;1;0;1945067;1945067;0;0;2;6;31;71;35;49;55;30;11;
330330205000070;1;0;1740565;1740565;0;0;4;12;41;32;9;11;47;42;9;
330330205000071;1;0;313533;313533;0;0;3;18;130;59;1;0;0;0;3;
330330205000072;1;0;526650;526650;0;3;6;16;141;142;7;2;1;0;34;
330330205000073;1;0;335640;335640;0;0;1;2;9;7;4;10;13;4;0;
330330205000074;1;0;599722;599722;0;1;2;17;97;65;12;4;10;7;18;
330330205000075;1;0;369591;369591;0;0;10;63;108;68;11;3;0;0;26;
330330205000076;1;0;219321;219321;0;3;14;54;93;28;2;1;0;0;10;
330330205000077;1;1;150291;149781;510;1;9;49;45;24;1;1;0;0;22;
330330205000078;1;0;186205;186205;0;0;13;34;65;35;4;2;1;0;15;
330330205000079;1;0;903275;903275;0;1;1;3;14;12;8;14;27;18;2;
330330205000080;1;0;470800;470800;0;1;5;22;74;71;24;12;4;2;7;
330330205000081;1;0;99988;99988;0;3;11;23;30;18;1;2;0;0;5;
330330205000082;1;0;776915;776915;0;0;3;6;13;16;8;16;28;12;2;
330330205000083;1;0;467655;467655;0;6;22;95;149;76;24;0;1;0;27;
330330205000084;1;0;1253741;1253741;0;1;9;20;74;37;11;32;37;20;14;
330330205000085;1;0;404655;404655;0;1;10;44;82;74;13;7;5;1;4;
330330205000086;1;0;245744;245744;0;2;12;41;83;32;8;1;0;0;9;
330330205000087;1;0;367914;367914;0;0;3;28;64;64;8;11;5;0;4;
330330205000088;1;0;478437;478437;0;1;5;23;71;68;32;16;7;0;3;
330330205000089;1;0;52190;52190;0;0;2;4;12;6;1;2;0;0;1;
330330205000090;1;0;610944;610944;0;2;15;49;106;55;26;16;8;1;4;
330330205000091;1;0;100735;100735;0;1;10;25;35;14;2;0;0;0;9;
330330205000092;1;0;866963;866963;0;1;4;10;29;55;32;37;23;4;22;
330330205000093;1;0;965354;965354;0;0;2;14;37;47;32;36;27;10;1;
330330205000094;1;0;2269862;2269862;0;1;0;1;12;23;13;27;59;55;10;
330330205000095;1;0;205559;205559;0;3;16;41;70;31;4;2;1;0;12;
330330205000096;1;0;1725714;1725714;0;1;0;7;15;22;16;34;63;34;37;
330330205000097;1;0;3359258;3359258;0;1;0;2;6;18;18;63;116;77;5;
330330205000098;1;0;2537158;2537158;0;0;0;3;24;51;43;64;108;42;1;
330330205000099;1;0;1533126;1533126;0;0;1;4;20;29;26;43;47;23;2;
330330205000100;1;0;3067953;3067953;0;0;0;0;8;38;38;52;73;74;2;
330330205000101;1;0;1068926;1068926;0;0;2;4;19;37;19;29;34;15;1;
330330205000102;1;0;2034304;2034304;0;0;1;3;8;39;38;46;80;47;9;
330330205000103;1;0;516043;516043;0;0;1;7;20;24;20;18;22;7;37;
330330205000104;1;0;2041304;2041304;0;2;5;18;35;50;30;42;64;36;2;
330330205000105;1;0;2864167;2864167;0;0;0;1;10;33;52;83;100;49;5;
330330205000106;1;0;1822347;1822347;0;0;1;10;17;29;24;40;70;50;8;
330330205000107;1;0;1008982;1008982;0;0;7;30;73;83;36;30;29;8;8;
330330205000108;1;0;391817;391817;0;0;0;5;12;12;12;10;9;9;1;
330330205000109;1;0;454161;454161;0;3;8;28;57;49;17;9;6;3;5;
330330205000110;1;0;317612;317612;0;3;6;40;71;56;20;5;1;1;9;
330330205000111;1;0;293176;293176;0;3;12;58;86;46;8;2;0;0;18;
330330205000112;1;0;136998;136998;0;4;16;38;46;12;3;1;0;0;15;
330330205000113;1;1;102890;100590;2300;1;8;23;25;18;4;1;0;0;3;
330330205000114;1;0;169915;169915;0;0;14;36;55;33;2;0;0;0;13;
330330205000115;1;0;345972;345972;0;0;4;19;61;63;19;13;2;0;4;
330330205000116;1;0;945078;945078;0;6;20;76;212;189;51;14;8;1;17;
330330205000117;1;1;505558;505048;510;0;0;15;61;63;23;17;8;0;4;
330330205000118;1;0;721098;721098;0;0;3;32;79;98;35;27;7;3;9;
